tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned
@user @user @user @user @user retard keep lying,0,0,1,0,0,0,retard keep lying
@user @user @user @user @user @user aqua favourite spic @url,0,0,1,0,0,0,aqua favourite spic
@user come close shameless twat,0,0,0,0,0,1,come close shameless twat
foh mongoloid bitch @user,1,1,1,0,1,1,foh mongoloid bitch
used sort thing happened shithole countries. @url,0,0,1,0,0,0,used sort thing happened shithole countries
@user @user @user oh i'm sooooo impressed!!!!! chimp broad-speak 'uneducated low info mongoloi @url,0,1,0,1,0,0,oh am soo impressed chimp broad speak uneducated low info mongoloi
wow... becoming shithole country. @url,0,0,1,0,0,0,wow becoming shithole country
white girl bus:its okayi didnt say nigger offen,1,0,1,1,1,1,white girl bus its okayi did nt say nigger offen
favorite colors pumpkin spice orange waffle house yellow vomit green nigger black ,0,0,1,0,0,0,favorite colors pumpkin spice orange waffle house yellow vomit green nigger black
@user @user might've real issue shithole countries called shitholes. @url,0,0,1,0,0,0,might have real issue shithole countries called shitholes
@user ching chong ching chang,0,0,1,1,0,0,ching chong ching chang
mongy commentator still bitter pontus janssons last minute winner 2 year ago,0,1,0,0,0,0,mongy commentator still bitter pontus janssons last minute winner year ago
@user diversity general eurafrica particular (((the economist's))) greatest strength,0,0,0,0,0,1,diversity general eurafrica particular the economist greatest strength
negro hairy pussy video classic mother fuck son jayden @url,0,0,1,0,0,0,negro hairy pussy video classic mother fuck son jayden
shouting abyss yo actually retarded met resounding yes nigga depths,0,0,1,0,0,0,shouting abyss yo actually retarded met resounding yes nigga depths
guys offer dyke doesn't???????,0,0,1,0,0,0,guys offer dyke does nt
lobov fights like actual retard. ,0,0,1,0,0,1,lobov fights like actual retard
soon racist called spic hit bleeding eye.. love song @url,0,0,1,0,0,0,soon racist called spic hit bleeding eye love song
britain 2018. third world shithole.nna country sharia leaders cut clitorises baby girls wi @url,0,0,1,0,0,0,britain world shitholenna country sharia leaders cut clitorises baby girls wi
happens white person checks calls spic .. like turn to?? @url,0,0,0,0,0,1,happens white person checks calls spic like turn to
@user shut ching chong.,0,0,1,0,0,0,shut ching chong
raise hand think puig twat-waffle. ,0,0,0,0,0,1,raise hand think puig twat waffle
watching charles twitch like taking care retarded child. ever let go hand gonn @url,1,1,1,0,1,1,watching charles twitch like taking care retarded child ever let go hand gonn
imagine president without simple academic qualifications... see country shithole.. lies,0,1,0,0,0,0,imagine president without simple academic qualifications see country shithole lies
@user secret instagram that's main your're white girl say nigger you' @url,0,1,1,0,0,0,secret instagram that is main yourre white girl say nigger you
@user @user big retard ,0,0,1,0,0,0,big retard
@user @user lmfaoooooooooooooooooo u link i'll send u retard partner retard,0,1,1,0,0,0,lmfaoo link will send retard partner retard
@user @user ukranians refugees. migrant workers.,0,0,0,1,0,1,ukranians refugees migrant workers
really? hate jewish people mexicans haitians etc shithole countries  muslims @url,1,1,1,1,1,0,really hate jewish people mexicans haitians etc shithole countries muslims
@user @user spic,0,0,1,0,0,0,spic
@user exactly!! like he's baby small fact situation. clearly dyke i'm still mad lol,1,0,0,1,0,0,exactly like he is baby small fact situation clearly dyke am still mad lol
@user he's retard,0,0,1,0,0,0,he is retard
@user watching shitty tiktok retarded overwatch song wanna die watching brb,0,0,0,0,0,1,watching shitty tiktok retarded overwatch song wanna die watching brb
@user hopefully also illegal aliens going back indigenous country &amp; awai @url,0,0,0,1,0,1,hopefully also illegal aliens going back indigenous country amp awai
@user queue fucking retarded makes everyone feel like even chance make fcfs fucksake,0,1,1,0,0,0,queue fucking retarded makes everyone feel like even chance make fcfs fucksake
meanwhile leftist globalist monsters trying blame hate crime trump too. know everyth @url,0,0,0,0,0,1,meanwhile leftist globalist monsters trying blame hate crime trump too know everyth
sara see time kind still twat. #9theblock,0,0,1,0,0,0,sara see time kind still twat theblock
fucking show must go twat.,0,0,1,0,0,0,fucking show must go twat
@user answer phone faggot fuck,1,1,0,0,0,0,answer phone faggot fuck
retard.. @url,1,0,1,0,0,0,retard
rickety old lady came park saw retard swing listening sleeping sirens,0,0,1,0,0,0,rickety old lady came park saw retard swing listening sleeping sirens
unrelated cum sandwiches want state fucking dumb e-dating retarded culture surrounding,0,0,1,0,0,0,unrelated cum sandwiches want state fucking dumb dating retarded culture surrounding
someone follow keeps retweeting fuck u retard sucks @url,0,0,1,0,0,0,someone follow keeps retweeting fuck retard sucks
@user @user turn around march illegal aliens butts back mexico...,0,0,1,0,0,0,turn around march illegal aliens butts back mexico
find faggotnnnnyou can't? that's faggot @url,0,0,1,0,0,0,find faggotnnyou ca nt that is faggot
retarded since messi individually miles ahead ronaldo. watch game players c @url,0,0,0,0,0,1,retarded since messi individually miles ahead ronaldo watch game players
negro really call broke bitch bc im sellin bundles #couponing @url,0,0,0,0,0,1,negro really call broke bitch bc sellin bundles couponing
@user @user @user @user sound retard democrat. literally files moron. par @url,0,0,1,0,0,0,sound retard democrat literally files moron par
envy people know express emotions without sounding like complete retard,0,0,1,0,0,0,envy people know express emotions without sounding like complete retard
@user twat really say this? sadly almost sounds like might believably words? surel @url,0,1,0,1,0,0,twat really say this sadly almost sounds like might believably words surel
okay white enough - talia lavin,0,0,1,0,0,0,okay white enough talia lavin
wowwww nigger @url,0,0,1,0,0,0,woww nigger
imagine getting jumped chinese mafia one yells ching chong @url,0,0,0,1,0,1,imagine getting jumped chinese mafia yells ching chong
live retard called tanya. ok hi ,1,1,0,1,1,1,live retard called tanya ok hi
@user retarded laughed,0,0,1,0,0,0,retarded laughed
@user brother law used horrendous toh told stop tight twat ,0,1,1,1,1,1,brother law used horrendous toh told stop tight twat
ok thought proper human i'm actually mongoloid,0,0,0,0,0,1,ok thought proper human am actually mongoloid
@user benitez useless cunt,1,1,1,1,1,0,benitez useless cunt
@user see even retard trump tweeted stupid roberts take hill! onl @url,0,0,1,0,0,0,see even retard trump tweeted stupid roberts take hill onl
what's faggot wanna bet game 2morr  @user kno u food stamps i'll take em lol,0,0,1,0,0,0,what is faggot wanna bet game morr kno food stamps will take em lol
anyways hate faggot procrastinating.,0,0,1,0,0,0,anyways hate faggot procrastinating
@user yeah den lmao would drive like little faggot  fuming honestly made oscar cry,0,0,1,0,0,0,yeah den lmao would drive like little faggot fuming honestly made oscar cry
@user got number. sad twat are.,0,0,1,0,0,0,got number sad twat are
thats point nigger @url,1,1,1,0,1,1,that point nigger
@user think potato potato ching chong tomato,0,1,1,0,0,0,think potato potato ching chong tomato
@user exactly bro best faggot ,0,0,1,0,0,0,exactly bro best faggot
meanies call mongol sayni child genghis khan child orangutan,1,0,1,0,0,0,meanies call mongol sayni child genghis khan child orangutan
@user one gay retard,0,1,0,0,1,0,gay retard
sabrina claudio would call nigger face stop listening music,0,0,1,0,0,0,sabrina claudio would call nigger face stop listening music
@user @user ok ching chong,0,1,1,0,0,0,ok ching chong
added video @user playlist @url gohan calls buu retard (japanese),0,0,1,0,0,0,added video playlist gohan calls buu retard japanese
s.o.b retard dangerous asshole planet! shame brasil! @url,0,0,1,0,0,0,sob retard dangerous asshole planet shame brasil
@user good going fucking retarded bots plane take plane! love costing briti @url,0,0,1,0,0,0,good going fucking retarded bots plane take plane love costing briti
me: hnoomf: retweet last tweet faggot @url,0,0,1,0,0,0,me hnoomf retweet last tweet faggot
@user elitist. bet immigrants would rather sell drugs.,0,1,1,1,1,1,elitist bet immigrants would rather sell drugs
dave roberts fucken retard,1,1,1,0,1,1,dave roberts fucken retard
@user according fox immigrants card carrying members ms-13... like evil hombres. @url,0,1,1,0,0,0,according fox immigrants card carrying members ms like evil hombres
@user die nigger,0,0,1,0,0,0,die nigger
retard @user @url,0,0,1,0,0,0,retard
@user called asked someone speaks english cause like spics answer phone called wetback,0,0,1,0,0,0,called asked someone speaks english cause like spics answer phone called wetback
retarded. ya idaho,0,0,0,0,0,1,retarded ya idaho
hardest i've worked project nni've become retarded picky wit beat selectionnny'all gotta really liste @url,0,0,1,0,0,0,hardest have worked project nnive become retarded picky wit beat selectionnyall got ta really liste
jenna folwell @user kill baby chinaman cant learn tiananmen squarenn&amp; interwebz @url,0,0,1,0,0,0,jenna folwell kill baby chinaman can not learn tiananmen squarennamp interwebz
top fuckin 5 mongoloid comes behind fuckin two taps god damn double barreled shotty fuck,0,1,1,0,0,0,top fuckin mongoloid comes behind fuckin taps god damn double barreled shotty fuck
@user scruffy taffy cunt..!! wales sheep shagging nonce! lot worth anything got le @url,0,0,1,0,0,0,scruffy taffy cunt wales sheep shagging nonce lot worth anything got le
@user @user @user spawned dumbass retarded.,0,1,1,0,0,0,spawned dumbass retarded
@user yeah mongy farmers,0,0,1,0,0,0,yeah mongy farmers
@user another eu country becomes muslim migrant shithole,0,0,1,0,0,0,another eu country becomes muslim migrant shithole
caught guy trying stare smug twat @url,0,0,0,0,0,1,caught guy trying stare smug twat
@user @user money employment important dead raghead! stay tuned ne @url,0,0,1,0,0,0,money employment important dead raghead stay tuned ne
@user literally mudslinging retard,0,1,0,0,0,0,literally mudslinging retard
@user eurafrica trial run south africa rhodesia,0,0,0,0,0,1,eurafrica trial run south africa rhodesia
@user fuck sake. tony seems like right cunt.nguess cunts twitter every team.nthat's f @url,1,0,1,0,0,0,fuck sake tony seems like right cuntnguess cunts twitter every teamnthat
@user @user trans male mongoloid woman's event. goes @url,0,1,1,0,0,0,trans male mongoloid woman event goes
@user @user @user @user blocked retard reported account hateful @url,1,1,1,1,0,1,blocked retard reported account hateful
dont mess w/ coz im retarded &amp; gay,0,0,1,0,0,0,do nt mess coz retarded amp gay
attn: white conservatives.nndo you:nn-hate george soros &amp; meddling leftist billionaire financiers?nn-consider @url,0,0,0,0,0,1,attn white conservativesnndo you nn hate george soros amp meddling leftist billionaire financiersnn consider
ace come yo mad spic ass @url,0,0,1,0,0,0,ace come yo mad spic ass
im tryna figure rondo retarded,0,0,1,0,0,1,tryna figure rondo retarded
@user @user and... nigger,0,0,1,0,0,0,and nigger
remember go weymouth anymore. everyone's cunt !,0,0,1,0,0,0,remember go weymouth anymore everyone cunt
i'm biopolar this- steven king books. nnice retard try. retard channel.,0,0,0,0,0,1,am biopolar this steven king books nnice retard try retard channel
gon hate man lmao go live life sour twat stay spectating,0,0,0,0,0,1,gon hate man lmao go live life sour twat stay spectating
half spic half white _ good you? @url,0,0,1,0,0,0,half spic half white good you
@user @user hey know say retard many times within' short amount words makes look retarded.,0,0,1,0,0,0,hey know say retard many times within short amount words makes look retarded
need friends someone epic join stupid cunt what's ur fucking problem shit cunt @user,0,1,0,0,0,0,need friends someone epic join stupid cunt what is ur fucking problem shit cunt
cesar sayoc's retarded free speech normie tier though insane. reason suspect he'd mad bomber via fac @url,0,0,1,1,0,0,cesar sayoc retarded free speech normie tier though insane reason suspect he would mad bomber via fac
y'all niggas gay hella faggot ass shit,1,1,0,0,0,0,you all niggas gay hella faggot ass shit
#votered #stfu enjoy #shithole full ppl shithole countries ! 1st,0,0,1,0,0,0,votered stfu enjoy shithole full ppl shithole countries
