tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned,tweet_length
teacher quoting someone historical literary context context uses word spic i'd prefe @url,0,0,0,0,0,1,teacher quoting someone historical literary context context uses word spic would prefe,12
acting like nigger rant showed idiot lol @url,1,0,1,1,1,1,acting like nigger rant showed idiot lol,7
unfuckingbelievable. much sick oxygen stealing dick splash cunt tweet somethin @url,0,0,1,0,0,0,unfuckingbelievable much sick oxygen stealing dick splash cunt tweet somethin,10
check ching chong,0,0,1,0,0,0,check ching chong,3
@user @user feminazi's fighting for? laws exist books need changing @url,0,1,1,1,1,1,feminazi fighting for laws exist books need changing,8
time i've chinned club i've waiting 3 years hit harder next time faggot,0,0,0,0,0,1,time have chinned club have waiting years hit harder next time faggot,12
name ching chong @url,0,0,1,0,0,0,name ching chong,3
@user @user @user austrian soros paid protestor meme big factor austria @url,0,0,0,0,0,1,austrian soros paid protestor meme big factor austria,8
@user loom bands arent faggot culture,1,1,0,0,0,0,loom bands are nt faggot culture,6
bullied school probably. fucking twat. @url,0,0,1,0,0,0,bullied school probably fucking twat,5
anon faggot #greentext @url,0,1,0,0,0,0,anon faggot greentext,3
get points faggot ahahah,1,0,0,1,0,0,get points faggot ahahah,4
@user hahahahahaha wake miggs ya fucking retard,0,1,0,0,0,0,hahahahahaha wake miggs ya fucking retard,6
people mad retarded @url,0,0,1,0,0,0,people mad retarded,3
u set lil camel toe pregnant know twat got lil twang,0,0,0,0,0,1,set lil camel toe pregnant know twat got lil twang,10
@user @user @user @user @user @user nigga played day retard lmaaa @url,0,0,1,0,0,0,nigga played day retard lmaa,5
@user @user we've noticed xd took info got twisted around like retard...,0,0,1,0,0,0,we have noticed xd took info got twisted around like retard,11
read cant read ching chong two eyes @url,0,0,0,0,0,1,read can not read ching chong eyes,7
crazy half us 90's babies got old souls half retarded af.,0,0,0,0,0,1,crazy half us babies got old souls half retarded af,10
@user dont speak ching chong chung language,1,0,1,0,0,0,do nt speak ching chong chung language,7
@user australia full european post war refugees. logic perhaps @url,0,1,0,0,0,1,australia full european post war refugees logic perhaps,8
@user @user lee hsien loong's chinaman criminal teck boon huat (chinaman harry potter)and malaysian tamil @url,0,0,1,0,0,0,lee hsien loong chinaman criminal teck boon huat chinaman harry potterand malaysian tamil,13
fact: boyfriend cunt mates allow even bigger cunt.,1,1,1,0,1,1,fact boyfriend cunt mates allow even bigger cunt,8
even fucking watch baseball even think tweet fucking retarded. say lot stupid shit b @url,0,1,0,0,0,1,even fucking watch baseball even think tweet fucking retarded say lot stupid shit,13
@user @user do. northern native americans mongoloid features like asians. look eskimos. @url,0,0,0,0,0,1,do northern native americans mongoloid features like asians look eskimos,10
hush lil nigger @url,0,0,1,0,0,0,hush lil nigger,3
@user @user @user @user @user @user ya mommas bitch faggot. nthe bos @url,1,0,1,0,0,0,ya mommas bitch faggot nthe bos,6
@user bunch twat's. @url,0,0,1,0,0,0,bunch twat,2
@user gonna home rest day?,0,0,0,0,0,1,gon na home rest day,5
glad fuckers got skewered despite mongy tommy's best efforts @url,0,0,1,0,0,0,glad fuckers got skewered despite mongy tommy best efforts,9
@user sharpen faggot,0,0,1,0,0,0,sharpen faggot,2
nigger @url,0,0,1,0,0,0,nigger,1
mean call aly faggot,0,0,1,0,0,0,mean call aly faggot,4
@user @user ching chong holla wolla give dolla,0,0,1,0,0,0,ching chong holla wolla give dolla,6
would mum think twat proper curse word? oops!,0,0,1,0,0,0,would mum think twat proper curse word oops,8
retard @url,1,1,1,1,1,0,retard,1
@user i'm bored. kavanaugh boring. let's go back country killing yemeni school kids jailing 3 year @url,0,0,1,0,1,0,am bored kavanaugh boring let us go back country killing yemeni school kids jailing year,15
gotti gtfo.....even though pure cocaine touchdown negro spirituals @url,0,0,1,0,0,0,gotti gtfo even though pure cocaine touchdown negro spirituals,9
&gt;implying i'm faggot,0,0,1,0,0,0,gtimplying am faggot,3
dave roberts fuckin retarded! ,0,0,1,0,0,0,dave roberts fuckin retarded,4
fuck mcelwein butter toothed shark fucking faggot. florida never lose georgia much less twice,1,0,0,0,1,0,fuck mcelwein butter toothed shark fucking faggot florida never lose georgia much less twice,14
@user ok settle betty friedan feminazi blow saying,0,0,1,0,0,0,ok settle betty friedan feminazi blow saying,7
indigenous mongol people majority nepal @url,0,0,1,0,0,0,indigenous mongol people majority nepal,5
ain't know retarded way met yall,1,0,1,1,1,1,is not know retarded way met all,7
point gun ned stark shove hairy ass cunt ass bitch. @url,0,0,1,0,0,0,point gun ned stark shove hairy ass cunt ass bitch,10
probably retard facedoxxing considering cannot contain disdain j*ws,0,1,1,1,1,1,probably retard facedoxxing considering can not contain disdain jws,9
@user spell american amerikkkan retard book,0,0,1,0,0,0,spell american amerikkan retard book,5
want locs back bad wanna feel like big dyke ,1,1,1,1,0,1,want locs back bad wanna feel like big dyke,9
@user nope...in mn officers sign clock book clocks advanced retarded...,0,0,1,0,0,0,nope in mn officers sign clock book clocks advanced retarded,10
@user sure ugly fucking faggot nni determined worse disgusting bugeye loser lmfaoo @url,0,0,1,0,0,0,sure ugly fucking faggot nni determined worse disgusting bugeye loser lmfaoo,11
@user raghead killed ragheads. inshallah.,0,0,1,0,0,0,raghead killed ragheads inshallah,4
@user @user armed guards temple?!! ?!! living shitholecountry?! time dt finished,0,0,0,0,0,1,armed guards temple living shitholecountry time dt finished,8
@user we're shithole country. i'll still rep city state mad hard lol,0,0,1,0,0,0,we are shithole country will still rep city state mad hard lol,12
'militia' let loose refugees ar,0,0,1,0,0,0,militia let loose refugees ar,5
roberts fuckin retard,0,0,1,0,0,0,roberts fuckin retard,3
hey theres like 1 guy tik tok ironic shit thats hot fuck im saying im faggot dude,0,0,0,0,0,1,hey there like guy tik tok ironic shit that hot fuck saying faggot dude,14
coupe retarded @url,0,0,1,0,0,0,coupe retarded,2
pollon negro,0,0,0,0,0,1,pollon negro,2
@user #twt2018 lgbtq people seeking asylum uk told go back country - pretend @url,0,1,0,0,1,0,twt lgbtq people seeking asylum uk told go back country pretend,11
swear whenever go class vandy see black people theyre thinking nigger here??,0,1,0,1,0,0,swear whenever go class vandy see black people they re thinking nigger here,13
stop putting much sugar yer coffee grimy mongoloid,0,0,1,0,0,0,stop putting much sugar yer coffee grimy mongoloid,8
yep writing clearly wall. people come shithole countries shithole attitudes polici @url,1,1,0,1,1,1,yep writing clearly wall people come shithole countries shithole attitudes polici,11
@user @user chinese people using 400 year old french curses first generation irish immigrants telli @url,0,0,1,0,0,0,chinese people using year old french curses generation irish immigrants telli,11
back losers cum condoms disgusting fucks pics sluts!!#cuckold #cumdumpster #faggot,0,0,1,0,0,0,back losers cum condoms disgusting fucks pics slutscuckold cumdumpster faggot,10
@user another sellout compromised negro celebrity cow-towing white daddy....,0,0,1,0,0,0,another sellout compromised negro celebrity cow towing white daddy,9
@user concha spic ,0,1,0,1,0,0,concha spic,2
@user asians ching chong eyes,0,1,0,0,1,0,asians ching chong eyes,4
ed party alex jones retard. adl already started fundraising. jdl come back w @url,0,0,1,0,0,0,ed party alex jones retard adl already started fundraising jdl come back,12
@user @user already going cunt least condense actual eventnnyou w @url,0,0,1,0,0,0,already going cunt least condense actual eventnnyou,7
@user @user @user mean like woman along illegal aliens dead people voted f @url,0,0,0,0,0,1,mean like woman along illegal aliens dead people voted,9
@user ...yup. asylum seeking immigrants people shithole countries problem.nn...yup. nn...they sure @url,0,1,1,0,0,0,yup asylum seeking immigrants people shithole countries problemnn yup nn they sure,12
efficiently biggest retard planet,0,0,0,0,1,1,efficiently biggest retard planet,4
uavaihvdisnbsjshsksusbs latino gang gang -the spic like like,0,0,1,0,0,0,uavaihvdisnbsjshsksusbs latino gang gang the spic like like,8
shut nigger @url,0,1,0,0,0,0,shut nigger,2
@user @user @user say mongol mouth?,0,1,1,0,0,0,say mongol mouth,3
days mandarin point days ching chong,0,0,1,1,0,0,days mandarin point days ching chong,6
@user @user macron eurafrica dream going fun kids grandchildren.,0,0,1,0,0,0,macron eurafrica dream going fun kids grandchildren,7
kenley jansen never touch baseball rest life... faggot,0,0,1,0,0,0,kenley jansen never touch baseball rest life faggot,8
@user @user @user can't throw 2 punches row he's horrific spotty cunt,0,0,1,0,0,0,can not throw punches row he is horrific spotty cunt,10
truth shes received phone call say refugees shes looking luxury mansion stolen @url,0,0,1,0,0,0,truth she received phone call say refugees she looking luxury mansion stolen,12
@user 1nif way life accustomed to. shithole country. ho @url,0,0,0,1,0,1,nif way life accustomed to shithole country ho,8
@user @user he's gone can't find anymore ching chong,0,0,1,0,0,0,he is gone can not find anymore ching chong,9
@user i'm mad puig biggest twat going imo,0,0,1,0,0,0,am mad puig biggest twat going imo,7
@user drunk retard high retard win battle btw,0,1,0,0,0,0,drunk retard high retard win battle btw,7
must real shithole country carry arms religious ceremony @user,0,0,1,0,0,0,must real shithole country carry arms religious ceremony,8
@user @user care another raghead,0,0,1,0,0,0,care another raghead,3
@user another soros paid feminazi. i'm finding interesting women butch. attorneys liar....,0,1,1,0,0,0,another soros paid feminazi am finding interesting women butch attorneys liar,11
regret beat shit feminazi's. well looks like #alisonhrabar @url,0,1,0,0,0,1,regret beat shit feminazi well looks like alisonhrabar,8
@user @user @user @user ya'll even mexican spain crying loud,0,0,0,0,0,1,yall even mexican spain crying loud,6
time set twit twat,0,0,0,0,0,1,time set twit twat,4
fucking jackass! people really voted pos president  he's fucking retarded ass bitch! @url,0,0,1,0,0,0,fucking jackass people really voted pos president he is fucking retarded ass bitch,13
sure toxic feminazi men rapists movement start? would help answer questio @url,0,1,1,1,1,1,sure toxic feminazi men rapists movement start would help answer questio,11
@user stop reading break ching chong guy start showing im like fuck,0,0,1,0,0,0,stop reading break ching chong guy start showing like fuck,10
qt nung section chant namin huhu beningging assert dominance ching chong 100 boundaries,0,1,1,1,1,1,qt nung section chant namin huhu beningging assert dominance ching chong boundaries,12
entitled little cunt,0,0,1,0,0,0,entitled little cunt,3
@user drill cunt,0,0,1,0,0,0,drill cunt,2
@user n gigantic retard try guide mental troubles make look somewhat normal #makeawish,0,0,1,0,0,0,gigantic retard try guide mental troubles make look somewhat normal makeawish,11
calling people beaner spic funniest shit ever,0,0,1,0,0,0,calling people beaner spic funniest shit ever,7
@user would put picture cunt ?,0,0,1,0,0,0,would put picture cunt,4
@user fucked cunt,0,0,1,0,0,0,fucked cunt,2
dyke sister getting dragged tsr comments be. @url,1,1,1,0,1,1,dyke sister getting dragged tsr comments be,7
twat,0,0,1,0,0,1,twat,1
stop attacking journalists science - shithole- countries political enemies. 2016 201 @url,0,0,1,0,0,0,stop attacking journalists science shithole countries political enemies,8
@user call spic gonna lie,0,1,0,0,0,0,call spic gon na lie,5
@user @user @user @user @user @user btg compromise help edu @url,0,0,0,0,0,1,btg compromise help edu,4
@user forgot wish publicly bc im fucking faggot happy birthday brother. hope @url,0,0,1,0,0,0,forgot wish publicly bc fucking faggot happy birthday brother hope,10
travis scott looks like retarded little cousin gbye. ever disrespect man like that. @url,0,0,0,1,0,1,travis scott looks like retarded little cousin gbye ever disrespect man like that,13
@user full offense im deadass heterosexual i've never heard faggot life,0,1,0,0,0,0,full offense deadass heterosexual have never heard faggot life,9
lil faggot w/a lil ponytail @url,0,0,1,0,0,0,lil faggot lil ponytail,4
@user @user wtf eurafrica,0,0,1,0,0,0,wtf eurafrica,2
@user @user retard?,0,1,1,1,1,1,retard,1
hate @user #spic #beaner,0,0,0,0,0,1,hate spic beaner,3
favorite colors pumpkin spice orange waffle house yellow vomit green nigger black ,0,0,1,0,0,0,favorite colors pumpkin spice orange waffle house yellow vomit green nigger black,12
@user china(ching chong's)- gott,0,0,1,0,0,0,chinaching chongs gott,3
mom bought faggot,0,1,0,1,0,0,mom bought faggot,3
@user c bomb put thrown around lot in: cunt!...what cunts @url,0,0,1,0,0,0,bomb put thrown around lot in cunt what cunts,9
@user monster tomate un buen spic,0,0,1,0,0,0,monster tomate un buen spic,5
@user @user uhhh think killed. every stone! ncan't trust raghead far ca @url,0,0,1,0,0,1,uhh think killed every stone ncant trust raghead far ca,10
even notice friend pointed said spic,1,1,1,0,1,1,even notice friend pointed said spic,6
wouldnt expect different far left hypocritical feminazi twit. get professional help asap thin @url,0,1,0,0,1,0,would nt expect different far left hypocritical feminazi twit get professional help asap thin,14
@user @user @user 10649194697 responses thread got retarded lmao,0,0,1,0,0,0,responses thread got retarded lmao,5
